SN,MTM,Lenovo SO,Lenovo SO create date (yyyy-mm-dd),Partner SO/RMA number,Product group,Future unit location,Estimated cost(POP price),Refund reason
HJA1SRVU,P0Q30008UA,7024684808,2017-01-06,7024684808,Smartphones,Georgia,,part shortage
HJA1SC6T,P0Q30008UA,7024684836,2017-01-06,7024684836,Smartphones,Georgia,,part shortage
