SN,MTM,Lenovo SO,Lenovo SO create date (yyyy-mm-dd),Partner SO/RMA number,Product group,Future unit location,Estimated cost(POP price),Refund reason
HB0GR73M,PA1N0004UA,7024561606,2016-12-14,7024561606,Smartphones,Georgia,,part shortage
HGEQ05Q9,PA1N0298UA,7024561652,2016-12-14,7024561652,Smartphones,Georgia,,part shortage
