"SN","MTM","Lenovo SO","Lenovo SO create date (yyyy-mm-dd)","Partner SO/RMA number","Product group","Future unit location","Estimated cost(POP price)","Refund reason"
"543456788","04W0354","658965","2016-12-21","98765432","Think_units","SWAP","100","Multiple_repair"
"777666454","00HM064","1111","2016-12-21","1111","MBG_Phone","SWAP","5","Exception"
